xpost,ypost,xposp,yposp,0,1,2,3,4,5,6,7,8,9,pred,target
0.49527,0.03936,0.16328,0.41137,0.00858,0.00375,0.00940,0.00312,0.00676,0.00527,0.00141,0.00010,0.95813,0.00350,8,0
0.42954,0.70490,0.82910,0.34994,0.00319,0.00030,0.00433,0.93954,0.00400,0.01497,0.01830,0.00320,0.00225,0.00991,3,9
0.43365,0.81839,0.98000,0.29553,0.00090,0.00001,0.00080,0.98932,0.00073,0.00404,0.00145,0.00059,0.00045,0.00171,3,2
0.43603,0.81239,0.97303,0.31341,0.00099,0.00002,0.00099,0.98830,0.00083,0.00440,0.00170,0.00062,0.00050,0.00166,3,3
0.41099,0.55685,0.64318,0.64401,0.02619,0.00071,0.43685,0.44081,0.01513,0.02575,0.03235,0.01058,0.00752,0.00411,3,2
0.58924,0.58521,0.65419,0.58997,0.00338,0.00266,0.02585,0.14745,0.01048,0.00918,0.78412,0.00203,0.00357,0.01128,6,6
0.41566,0.42229,0.38565,0.88142,0.00353,0.00020,0.98225,0.00370,0.00173,0.00253,0.00339,0.00153,0.00105,0.00010,2,8
0.41673,0.40116,0.31708,0.93559,0.00232,0.00014,0.99075,0.00114,0.00100,0.00111,0.00189,0.00102,0.00058,0.00005,2,2
0.19403,0.40918,0.12047,0.95360,0.00111,0.00007,0.00165,0.00172,0.98348,0.00224,0.00158,0.00603,0.00186,0.00026,4,7
0.25023,0.74048,0.45813,0.33653,0.00007,0.00269,0.00222,0.00981,0.00149,0.97852,0.00060,0.00277,0.00178,0.00005,5,2
0.29913,0.70388,0.60762,0.48769,0.00599,0.00360,0.15558,0.36183,0.01199,0.41064,0.01922,0.01960,0.00947,0.00208,5,1
0.87790,0.99894,0.34257,0.00145,0.00189,0.00334,0.00008,0.00307,0.00016,0.00005,0.00127,0.00287,0.00213,0.98514,9,9
0.29965,0.42624,0.25095,0.70004,0.06463,0.00722,0.25607,0.05101,0.27775,0.04212,0.03764,0.01054,0.24364,0.00939,4,4
0.40392,0.69507,0.79912,0.46484,0.00386,0.00011,0.00578,0.94111,0.01252,0.01515,0.01117,0.00297,0.00294,0.00438,3,4
0.37045,0.43278,0.18081,0.55678,0.04323,0.01640,0.28945,0.01167,0.02124,0.02663,0.01243,0.00171,0.57120,0.00604,8,8
0.41141,0.57103,0.67096,0.59140,0.01600,0.00107,0.26053,0.58630,0.01518,0.05529,0.04240,0.01063,0.00829,0.00431,3,5
0.61799,0.59783,0.57152,0.63937,0.00106,0.00252,0.00664,0.02240,0.00647,0.00260,0.95084,0.00065,0.00147,0.00536,6,5
0.99935,0.79848,0.00363,0.02364,0.00124,0.98714,0.00015,0.00003,0.00003,0.00341,0.00200,0.00107,0.00202,0.00291,1,1
0.42645,0.70281,0.84157,0.39877,0.00366,0.00014,0.00513,0.95393,0.00440,0.01050,0.01211,0.00206,0.00229,0.00578,3,3
0.20903,0.40112,0.12718,0.98028,0.00085,0.00005,0.00139,0.00144,0.98762,0.00177,0.00167,0.00265,0.00239,0.00017,4,4
0.38118,0.43290,0.23261,0.69071,0.03677,0.00412,0.78888,0.01091,0.01579,0.01366,0.00917,0.00224,0.11647,0.00199,2,0
0.22057,0.45518,0.41647,0.80756,0.00379,0.00012,0.00567,0.07276,0.87703,0.01374,0.01027,0.00792,0.00725,0.00146,4,4
0.51905,0.02813,0.11658,0.31119,0.01760,0.00391,0.00188,0.00146,0.00379,0.00159,0.00049,0.00005,0.96540,0.00383,8,8
0.59119,0.56270,0.59470,0.68115,0.00592,0.00321,0.10633,0.11121,0.01521,0.01243,0.73097,0.00321,0.00458,0.00692,6,6
0.23971,0.73632,0.40742,0.34305,0.00005,0.00292,0.00171,0.00508,0.00129,0.98414,0.00041,0.00323,0.00114,0.00004,5,7
0.43543,0.79880,0.94945,0.32475,0.00124,0.00002,0.00134,0.98554,0.00106,0.00513,0.00218,0.00077,0.00065,0.00205,3,3
0.58035,0.62318,0.50044,0.72735,0.00468,0.00255,0.01803,0.08264,0.13311,0.01204,0.72615,0.00445,0.00705,0.00929,6,4
0.38959,0.45841,0.43116,0.66495,0.03255,0.00314,0.77145,0.07506,0.01814,0.03167,0.02843,0.00765,0.02872,0.00318,2,0
0.45971,0.64579,0.57450,0.53942,0.02357,0.00384,0.02797,0.53833,0.10081,0.03056,0.16366,0.05087,0.00794,0.05245,3,8
0.42022,0.67900,0.69217,0.34156,0.01046,0.00147,0.00930,0.84373,0.01318,0.02517,0.03327,0.00531,0.01932,0.03880,3,8
0.43799,0.68079,0.79973,0.43874,0.00432,0.00038,0.00753,0.90095,0.00909,0.01589,0.04598,0.00307,0.00331,0.00949,3,3
0.41129,0.55873,0.73233,0.63187,0.01247,0.00025,0.35052,0.57771,0.00693,0.02051,0.01999,0.00588,0.00358,0.00216,3,2
0.87256,0.99986,0.34158,0.00000,0.00191,0.00331,0.00008,0.00310,0.00016,0.00005,0.00124,0.00282,0.00222,0.98510,9,9
0.58255,0.56293,0.51226,0.61399,0.01609,0.00988,0.08009,0.09750,0.02443,0.01263,0.72017,0.00582,0.01183,0.02155,6,8
0.65823,0.59589,0.49657,0.70402,0.00024,0.00197,0.00287,0.00245,0.00189,0.00066,0.98800,0.00015,0.00039,0.00138,6,3
0.62890,0.55094,0.45168,0.76784,0.00137,0.00383,0.04595,0.00677,0.00542,0.00260,0.92983,0.00080,0.00140,0.00203,6,6
0.43514,0.79093,0.93988,0.33055,0.00153,0.00003,0.00153,0.98388,0.00121,0.00560,0.00244,0.00087,0.00073,0.00217,3,9
0.62439,0.30050,0.47928,0.45396,0.58405,0.01113,0.05721,0.18111,0.02338,0.00634,0.04872,0.01583,0.03068,0.04155,0,8
0.19759,0.42089,0.15125,0.91425,0.00175,0.00012,0.00247,0.00308,0.97564,0.00311,0.00293,0.00708,0.00329,0.00053,4,7
0.27383,0.72488,0.65361,0.31728,0.00082,0.00206,0.00628,0.26480,0.00602,0.70194,0.00437,0.00727,0.00549,0.00093,5,5
0.44498,0.67449,0.79139,0.45191,0.00423,0.00067,0.00932,0.82558,0.00976,0.01645,0.11449,0.00262,0.00416,0.01272,3,6
0.42194,0.41092,0.31101,0.93069,0.00237,0.00015,0.99038,0.00118,0.00106,0.00121,0.00189,0.00108,0.00063,0.00005,2,2
0.42124,0.60710,0.72818,0.51728,0.01430,0.00048,0.07727,0.82608,0.01020,0.01765,0.03171,0.00639,0.00643,0.00948,3,6
0.59866,0.54486,0.53722,0.76764,0.00714,0.00271,0.37271,0.05738,0.01263,0.00984,0.52675,0.00339,0.00399,0.00346,6,3
0.36860,0.61787,0.52535,0.46891,0.03441,0.00601,0.11463,0.39581,0.02890,0.07548,0.02245,0.28735,0.00362,0.03136,3,7
0.64096,0.56799,0.46129,0.69437,0.00087,0.00489,0.01204,0.00576,0.00455,0.00231,0.96497,0.00059,0.00125,0.00277,6,0
0.41653,0.75635,0.86611,0.34937,0.00296,0.00007,0.00262,0.97128,0.00285,0.00869,0.00402,0.00185,0.00153,0.00412,3,5
0.44193,0.68814,0.85035,0.40880,0.00255,0.00024,0.00457,0.92483,0.00503,0.01253,0.03907,0.00175,0.00222,0.00721,3,3
0.63746,0.56488,0.47912,0.71425,0.00091,0.00334,0.01519,0.00645,0.00427,0.00167,0.96367,0.00051,0.00118,0.00280,6,3
0.47777,0.03547,0.28154,0.37041,0.00663,0.00262,0.00389,0.01492,0.01720,0.01426,0.00213,0.00016,0.93270,0.00548,8,8
0.41463,0.61490,0.85304,0.49368,0.00366,0.00012,0.02240,0.93255,0.00388,0.01370,0.01706,0.00202,0.00190,0.00272,3,5
0.42425,0.80106,0.94345,0.30449,0.00122,0.00003,0.00114,0.98509,0.00107,0.00550,0.00203,0.00087,0.00067,0.00239,3,3
0.86998,0.99914,0.34569,0.00042,0.00188,0.00330,0.00008,0.00315,0.00016,0.00005,0.00128,0.00279,0.00218,0.98512,9,9
0.41043,0.61217,0.84784,0.46227,0.00474,0.00009,0.02103,0.94547,0.00305,0.01144,0.00720,0.00258,0.00169,0.00272,3,2
0.01083,0.40011,0.16992,0.46554,0.00177,0.00159,0.00178,0.00126,0.00375,0.00352,0.00013,0.98326,0.00002,0.00291,7,7
0.43827,0.71534,0.83678,0.29356,0.00367,0.00023,0.00199,0.93436,0.00292,0.00449,0.01555,0.00254,0.00243,0.03183,3,9
0.49539,0.03641,0.14778,0.39937,0.00700,0.00378,0.00698,0.00250,0.00625,0.00501,0.00118,0.00008,0.96390,0.00332,8,0
0.41897,0.80015,0.94260,0.30432,0.00118,0.00003,0.00113,0.98438,0.00112,0.00623,0.00209,0.00087,0.00071,0.00227,3,3
0.57679,0.57234,0.56973,0.52072,0.03776,0.01074,0.04208,0.21191,0.02219,0.01012,0.59565,0.00847,0.01193,0.04916,6,0
0.29832,0.70531,0.59282,0.48060,0.00443,0.00911,0.07252,0.32455,0.02036,0.44670,0.09025,0.01366,0.01436,0.00407,5,5
0.41956,0.41635,0.33474,0.91432,0.00275,0.00017,0.98830,0.00165,0.00125,0.00158,0.00226,0.00124,0.00075,0.00006,2,2
0.00187,0.40162,0.16339,0.44343,0.00123,0.00200,0.00153,0.00112,0.00322,0.00560,0.00012,0.98299,0.00002,0.00218,7,7
0.16528,0.42147,0.12667,0.77676,0.00571,0.00103,0.00706,0.00706,0.72584,0.01348,0.00295,0.23218,0.00154,0.00314,4,7
0.35017,0.66571,0.53461,0.53568,0.00905,0.00147,0.01871,0.47945,0.19413,0.23059,0.01568,0.02251,0.02393,0.00447,3,5
0.47914,0.01097,0.11081,0.47279,0.00834,0.00332,0.00358,0.00354,0.04526,0.00608,0.00213,0.00023,0.92226,0.00526,8,9
0.39320,0.69622,0.81246,0.48007,0.00313,0.00005,0.00289,0.95429,0.01627,0.00954,0.00608,0.00238,0.00213,0.00325,3,6
0.55021,0.52719,0.39185,0.37587,0.13593,0.20724,0.10619,0.10137,0.01836,0.12054,0.17663,0.03892,0.05477,0.04004,1,1
0.22867,0.46944,0.48708,0.74661,0.00677,0.00044,0.01256,0.19843,0.67234,0.02725,0.05444,0.01164,0.01149,0.00464,4,4
0.48796,0.04122,0.24205,0.42452,0.00970,0.00428,0.01335,0.00993,0.01277,0.01071,0.00385,0.00019,0.92913,0.00609,8,8
0.18417,0.44684,0.07956,0.61934,0.03264,0.04859,0.01808,0.01048,0.63102,0.05457,0.05167,0.04566,0.08913,0.01816,4,1
0.20040,0.40061,0.12709,0.98023,0.00086,0.00005,0.00140,0.00144,0.98757,0.00176,0.00167,0.00278,0.00230,0.00018,4,7
